---CONTOUR-LINE---
124.000000 -93.000000
138.000000 -166.000000
59.000000 -271.000000
-124.000000 -333.000000
-301.000000 -341.000000
-432.000000 -294.000000
-562.000000 -187.000000
-616.000000 -61.000000
-607.000000 36.000000
-563.000000 146.000000
-500.000000 221.000000
-339.000000 305.000000
-135.000000 363.000000
31.000000 332.000000
54.000000 278.000000
1.000000 227.000000
-115.000000 203.000000
-208.000000 185.000000
-305.000000 144.000000
-357.000000 120.000000
-417.000000 79.000000
-443.000000 42.000000
-446.000000 22.000000
-421.000000 9.000000
-376.000000 11.000000
-315.000000 22.000000
-246.000000 35.000000
-176.000000 38.000000
-115.000000 38.000000
-29.000000 49.000000
13.000000 45.000000
65.000000 26.000000
107.000000 1.000000
140.000000 -23.000000
151.000000 -37.000000
118.000000 -55.000000
63.000000 -56.000000
-29.000000 -56.000000
-103.000000 -52.000000
-171.000000 -50.000000
-268.000000 -55.000000
-319.000000 -62.000000
-358.000000 -72.000000
-387.000000 -95.000000
-408.000000 -129.000000
-394.000000 -156.000000
-353.000000 -172.000000
-311.000000 -174.000000
-260.000000 -165.000000
-210.000000 -160.000000
-162.000000 -153.000000
-124.000000 -149.000000
-98.000000 -145.000000
-38.000000 -135.000000
-2.000000 -129.000000
36.000000 -129.000000
53.000000 -129.000000
56.000000 -140.000000
20.000000 -164.000000
-48.000000 -174.000000
-114.000000 -185.000000
-158.000000 -197.000000
-192.000000 -208.000000
-209.000000 -222.000000
-220.000000 -239.000000
-217.000000 -254.000000
-198.000000 -270.000000
-171.000000 -277.000000
-127.000000 -271.000000
-78.000000 -256.000000
-26.000000 -243.000000
14.000000 -233.000000
33.000000 -227.000000
41.000000 -221.000000
48.000000 -205.000000
55.000000 -194.000000
61.000000 -185.000000
69.000000 -174.000000
77.000000 -162.000000
85.000000 -147.000000
92.000000 -133.000000
98.000000 -114.000000
103.000000 -102.000000
109.000000 -94.000000
---CONTOUR-LINE---
-569.000000 -76.000000
-538.000000 -23.000000
-484.000000 -17.000000
-443.000000 -68.000000
-447.000000 -117.000000
-479.000000 -148.000000
-521.000000 -153.000000
-569.000000 -116.000000
---CONTOUR-LINE---
-347.000000 -290.000000
-397.000000 -230.000000
-387.000000 -208.000000
-331.000000 -207.000000
-282.000000 -230.000000
-260.000000 -275.000000
-263.000000 -297.000000
-313.000000 -309.000000
---CONTOUR-LINE---
-523.000000 117.000000
-498.000000 196.000000
-450.000000 222.000000
-397.000000 236.000000
-350.000000 238.000000
-335.000000 219.000000
-337.000000 191.000000
-362.000000 171.000000
-418.000000 134.000000
-459.000000 104.000000
-482.000000 66.000000
-496.000000 51.000000
-526.000000 51.000000
-544.000000 53.000000
-562.000000 59.000000
-559.000000 85.000000
-556.000000 116.000000
---CONTOUR-LINE---
-260.000000 298.000000
-183.000000 324.000000
-110.000000 337.000000
-28.000000 330.000000
11.000000 305.000000
4.000000 286.000000
-60.000000 255.000000
-115.000000 238.000000
-177.000000 225.000000
-242.000000 207.000000
-265.000000 203.000000
-271.000000 214.000000
-255.000000 234.000000
-250.000000 243.000000
-251.000000 245.000000
-256.000000 253.000000
-270.000000 264.000000
-282.000000 268.000000
-292.000000 274.000000
-285.000000 285.000000
---CONTOUR-LINE---
-315.000000 201.000000
-310.000000 222.000000
-311.000000 237.000000
-316.000000 247.000000
-325.000000 254.000000
-329.000000 258.000000
-319.000000 262.000000
-310.000000 255.000000
-295.000000 241.000000
-291.000000 232.000000
-290.000000 214.000000
-294.000000 202.000000
-300.000000 193.000000
-309.000000 189.000000
---CONTOUR-LINE---
411.000000 47.000000
410.000000 153.000000
504.000000 228.000000
662.000000 183.000000
759.000000 2.000000
755.000000 -145.000000
672.000000 -235.000000
530.000000 -289.000000
411.000000 -333.000000
346.000000 -348.000000
322.000000 -317.000000
316.000000 -210.000000
301.000000 -77.000000
377.000000 -53.000000
468.000000 -114.000000
530.000000 -166.000000
579.000000 -164.000000
645.000000 -100.000000
657.000000 -38.000000
641.000000 22.000000
608.000000 32.000000
551.000000 33.000000
---CONTOUR-LINE---
112.000000 196.000000
139.000000 260.000000
245.000000 268.000000
286.000000 144.000000
245.000000 47.000000
161.000000 54.000000
155.000000 141.000000
196.000000 168.000000
---CONTOUR-LINE---
